type,subject,state,est,ll,ul
bayes,math,99,0.014643755390261292,-0.0384422983671365,0.06772965379745627
bayes,math,1,0.1364533854750158,-0.03627729170280672,0.32528807878916527
bayes,math,12,0.17665421267015927,0.09439467150519855,0.25995494149484316
bayes,math,13,0.020744855782843175,-0.08555667027967734,0.12749108683074242
bayes,math,22,-0.004346177600640941,-0.24288299166214097,0.23252990117824474
bayes,math,34,-0.018367106157009636,-0.3367630215301514,0.2832076301332415
bayes,math,37,-0.18244096896171882,-0.31305338692509915,-0.05710294450940812
bayes,math,45,-0.18739864288849006,-0.4065247478629879,0.004100088267152792
bayes,math,48,-0.13691662020033338,-0.2575802947773866,-0.01976604006412421
bayes,rla,99,0.016509018821441044,-0.026577090800717018,0.05959560112941926
bayes,rla,1,0.0466481023609982,-0.0851989230255759,0.18619486042958558
bayes,rla,12,0.0640192742382927,-0.0019367593318379394,0.13083304568557716
bayes,rla,13,0.09246072060062421,0.004890497299331751,0.18296045788248286
bayes,rla,22,0.016036147148461712,-0.1604352547920106,0.19954389728715458
bayes,rla,34,-0.00768911893921161,-0.21766006835184673,0.1965278451878872
bayes,rla,37,0.02175429800099195,-0.07517817819724837,0.12001822996866221
bayes,rla,45,0.0359626164165512,-0.10469490209755802,0.18403016637399403
bayes,rla,48,-0.1649105044199581,-0.2536009657082588,-0.07803203023187096
