type,subject,state,est,ll,ul
bayes,math,99,-0.012077003035284401,-0.02051675769668399,-0.003637207067875523
bayes,math,1,-0.07952837627205858,-0.1494626734169686,-0.009654583630219041
bayes,math,5,1.9680131747817125e-4,-0.04185804947810777,0.0422516793459059
bayes,math,9,-0.058044735133312604,-0.1907226343234149,0.07403835158622243
bayes,math,11,0.19811902169902615,0.0638945937350494,0.3349505139544338
bayes,math,12,0.21161976600416973,0.15156267014758174,0.271769373488625
bayes,math,13,-0.007811222429009184,-0.0473866982743215,0.031763430300761474
bayes,math,17,-0.002561103106107228,-0.027105964917713582,0.021983612434993534
bayes,math,18,0.0027522078349458247,-0.01658775437395002,0.02209229928834916
bayes,math,22,0.04188733096395656,-0.018535072898002384,0.10232667139290821
bayes,math,23,-0.06171696903835173,-0.12257588992495051,-8.837175071860882e-4
bayes,math,24,-0.05797285658326007,-0.10510280398025237,-0.01085143816385704
bayes,math,25,-0.036538901305047694,-0.090338537718381,0.01725168306071932
bayes,math,26,-0.0022426710525991897,-0.04027779760629857,0.03579220235077255
bayes,math,28,-0.06186769338610374,-0.1912603908460755,0.06695323200226758
bayes,math,29,-1.3462676665300424e-5,-0.03683902444409285,0.03681210095283369
bayes,math,33,-0.00791230919476209,-0.05842227253863856,0.0425962673437025
bayes,math,34,-0.10010581360621393,-0.26216282938293556,0.05946683682027353
bayes,math,36,-0.1046816036522552,-0.16324247322873228,-0.04615879937842833
bayes,math,37,-0.17089359805279378,-0.2335719413177405,-0.10830251845665032
bayes,math,39,0.003246183891284644,-0.02709574250316417,0.033588337482059166
bayes,math,42,-0.02527648958660148,-0.050306285912180296,-2.4686313214565753e-4
bayes,math,44,0.004273007060352733,-0.12342675708804669,0.13200999245397085
bayes,math,45,-0.13305699935333595,-0.2216015757473136,-0.04478072939750156
bayes,math,48,-0.01404089811814493,-0.04105879784824698,0.01297692513698389
bayes,math,50,-0.16743512906499194,-0.22882704347970567,-0.106120667190534
bayes,math,51,0.026986794753418957,-0.04047441975817577,0.09446475851488266
bayes,math,54,0.1388270729959274,0.05625148526499195,0.22161450970593985
bayes,math,NA,5.502896671248856,5.417493564499346,5.588276234446994
bayes,math,NA,-0.4101066813176575,-0.7970199394574531,-0.023194945427928937
bayes,math,NA,1.7799075606095147,1.33200918091631,2.227811567589884
bayes,math,NA,-0.8578031213097412,-0.9610782478751847,-0.7545275539709668
bayes,math,NA,-1.7358392599842987,-1.8347372513195377,-1.6369385512458228
bayes,math,NA,0.04916780181840281,0.014212529481425496,0.08412152570975848
bayes,math,NA,-0.7263475384918032,-0.9642154238161604,-0.48847229563870687
bayes,math,NA,0.9114521724903533,0.7864669867090726,1.0364375169167137
bayes,math,NA,-0.001433803395408946,-0.06594070512087696,0.06307330348863938
bayes,math,NA,-0.3618919339723648,-0.39772325014966226,-0.3260623033680587
bayes,math,NA,1.6739520983472214,1.499325633551935,1.8485807688630254
bayes,math,NA,-0.6991127502625709,-0.8450726307400005,-0.5531549594972279
bayes,math,NA,0.0530462617322251,-0.10383241007448007,0.20992424003814322
bayes,rla,99,-0.004254931452751463,-0.011795425580400816,0.0032855764358984776
bayes,rla,1,-0.2413409389723323,-0.30696439494761296,-0.17582674405488766
bayes,rla,5,4.195967119578858e-4,-0.03767068944885132,0.038509959554004373
bayes,rla,9,-0.006358291036063454,-0.13072664982702142,0.11794945336762268
bayes,rla,11,0.1518756656411923,0.0238054385842498,0.28143345528861924
bayes,rla,12,0.028520855336852523,-0.0261026993593127,0.08315486431920778
bayes,rla,13,0.018147373428882823,-0.0183974355860309,0.05469353903279253
bayes,rla,17,-0.0016087404124005764,-0.024376000278953293,0.021158429569885367
